period,org_code,org_name,type1_attendances,within_4h_type1,four_hour_pct_type1,wait_12plus_dta
2026-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7717,5039,65.3,427
2026-03-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,18894,12373,65.5,564
2026-03-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,12102,7995,66.1,368
2026-03-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,11568,7662,66.2,28
2026-03-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,11058,7322,66.2,901
2026-03-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,26982,17925,66.4,53
2026-03-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,13819,9223,66.7,408
2026-03-01,RA2,ROYAL SURREY NHS FOUNDATION TRUST,7269,4873,67.0,15
2026-03-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8309,5579,67.1,0
2026-03-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,23737,16182,68.2,637
2026-03-01,R1F,ISLE OF WIGHT NHS TRUST,4228,2901,68.6,196
2026-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9559,6568,68.7,249
2026-03-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,11112,7659,68.9,767
2026-03-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8727,6030,69.1,476
2026-03-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,9778,6752,69.1,40
2026-03-01,RPA,MEDWAY NHS FOUNDATION TRUST,9858,6820,69.2,671
2026-03-01,RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,18625,12898,69.3,1132
2026-03-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,13923,9655,69.3,977
2026-03-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,17712,12286,69.4,15
2026-03-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,11782,8234,69.9,277
2026-03-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,12105,8504,70.3,11
2026-03-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,14337,10123,70.6,95
2026-03-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,27033,19205,71.0,1771
2026-03-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,13405,9564,71.3,678
2026-03-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11779,8480,72.0,764
2026-03-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12638,9115,72.1,5
2026-03-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,5284,3830,72.5,10
2026-03-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,20446,14894,72.8,45
2026-03-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13490,9864,73.1,261
2026-03-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8912,6542,73.4,177
2026-03-01,RKE,WHITTINGTON HEALTH NHS TRUST,9319,6943,74.5,237
2026-03-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,8114,6103,75.2,329
2026-03-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9453,7105,75.2,85
2026-03-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,12229,9263,75.7,497
2026-03-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,5150,3944,76.6,2
2026-03-01,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,19931,15520,77.9,131
2026-03-01,RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,8644,6836,79.1,132
2026-03-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,11038,8800,79.7,0
2026-03-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,10359,8295,80.1,40
2026-03-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,13996,11213,80.1,66
2026-03-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9452,7609,80.5,0
2026-03-01,RBK,WALSALL HEALTHCARE NHS TRUST,9801,7973,81.3,106
2026-03-01,RWG,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,8750,7166,81.9,33
2026-03-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6640,5543,83.5,0
2026-03-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11459,9751,85.1,22
2026-03-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,16023,14066,87.8,34
2026-03-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,7478,6644,88.8,92
2026-03-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4720,4618,97.8,0
